Year,Month,Day,ETH to USD,Latency - 100 GWei,Deploy (StackelbergGameOffChain),Deploy (StackelbergGameOnChain),grantRole,revokeRole,initialize,input,initEvaluation,output (StackelbergGameOffChain),output (StackelbergGameOnChain)
2022,9,15,1472.51,49.84835010531243,326.966722472,397.932427659,7.661175028000001,4.43667263,10.370593428,19.136003705,4.537392314,34.571000776,42.885233989
2022,9,16,1433.97,45.0,318.409023384,387.517343373,7.4606591159999995,4.32055161,10.099163916,18.635157135,4.418635158,33.666174072,41.762798882999995
2022,9,17,1469.05,45.018408382894364,326.19843916,396.997394145,7.64317334,4.42624765,10.34622534,19.091039275,4.526730669999999,34.48976828,42.784465295
2022,9,18,1334.3,46.50915750915751,296.27757895999997,360.58243287,6.942096039999999,4.0202459,9.397208039999999,17.33989565,4.111512019999999,31.32616168,38.86001977
2022,9,19,1376.21,45.0,305.58357711200006,371.908228989,7.160145388000001,4.14652073,9.692371788,17.884537055000003,4.240653494,32.310107896,40.08060241900001
2022,9,20,1323.07,45.0,293.78398890399995,357.547627563,6.883668595999999,3.9864099099999994,9.318117395999998,17.193956184999998,4.076907898,31.062508231999995,38.532958373
2022,9,21,1246.29,45.26405405405406,276.735204888,336.798531261,6.484197611999999,3.75507177,8.777371212,16.196161695,3.840318006,29.259898103999998,36.296825331
2022,9,22,1326.15,45.0,294.46789428,358.37996953500004,6.89969322,3.9956899499999996,9.339809220000001,17.233982325,4.08639861,31.13481924,38.622659985
2022,9,23,1326.95,45.0,294.64553204000003,358.596162255,6.903855460000001,3.99810035,9.34544346,17.244378725,4.08886373,31.15360132,38.645959105
2022,9,24,1317.11,45.0,292.46058759199997,355.936991799,6.852659908,3.9684524299999997,9.276142307999999,17.116503005,4.058542753999999,30.922581735999998,38.359379929
2022,9,25,1294.72,45.0,287.488950784,349.88629804799996,6.736169216,3.90099136,9.118454016,16.82553376,3.989550208,30.396918272,37.707295808000005
2022,9,26,1336.65,45.0,296.79938988000004,361.2174989850001,6.95432262,4.02732645,9.413758620000001,17.370435075000003,4.118753310000001,31.381334040000002,38.928460935000004
2022,9,27,1328.11,45.0,294.90310679199996,358.909641699,6.909890707999999,4.00159543,9.353613108,17.259453505,4.092438154,31.180835335999994,38.679742829
2022,9,28,1337.15,45.51925267714741,296.91041348000005,361.352619435,6.956924020000001,4.028832950000001,9.417280020000002,17.376932825,4.120294010000001,31.393072840000002,38.943022885000005
2022,9,29,1335.9,47.7495340167754,296.63285448,361.01481831,6.95042052,4.0250667,9.40847652,17.36068845,4.11644226,31.36372584,38.90661801
2022,9,30,1328.7,45.0,295.03411464,359.06908383,6.9129603600000005,4.0033731,9.35776836,17.26712085,4.09425618,31.194687120000005,38.696925930000006
2022,10,1,1311.8,45.0,291.28151696,354.50201261999996,6.825033039999999,3.952453399999999,9.23874504,17.0474969,4.04218052,30.79791568,38.20473202
2022,10,2,1276.69,45.0,283.48543976800005,345.013854621,6.642362732000001,3.8466669700000002,8.991472332,16.591224895,3.9339925660000006,29.973617144000002,37.182191891
2022,10,3,1323.32,45.0,293.839500704,357.615187788,6.884969296,3.9871631599999997,9.319878096,17.19720506,4.077678248000001,31.068377632,38.540239348
2022,10,4,1361.9,45.0,302.40608168,368.04108171,7.08569332,4.1034047000000005,9.59158932,17.69857145,4.19655866,31.974143440000002,39.66383941
2022,10,5,1352.44,50.127613028682546,300.305515168,365.484602796,7.036474832000001,4.07490172,9.524964432,17.57563402,4.1674086159999995,31.752045344000003,39.388327316
2022,10,6,1352.4,66.2888198757764,300.29663328000004,365.47379316000007,7.03626672,4.074781200000001,9.524682720000001,17.5751142,4.16728536,31.751106240000006,39.387162360000005
2022,10,7,1331.14,45.45201484623542,295.575909808,359.72847162600004,6.925655192000001,4.01072482,9.374952792,17.298829870000002,4.101774796,31.251972463999998,38.767988246
2022,10,8,1315.47,147.91571753986332,292.096430184,355.493796723,6.844127316,3.9635111100000002,9.264592116,17.095190385,4.053489258,30.884078472,38.311616733
2022,10,9,1323.41,45.0,293.859484952,357.6395094690001,6.8854375480000005,3.98743433,9.320511948000002,17.198374655000002,4.077955574000001,31.070490616,38.54286049900001
2022,10,10,1290.04,58.303985171455054,286.449769888,348.621570636,6.711820112,3.8868905199999997,9.085493712,16.76471482,3.9751292559999998,30.287043104,37.570995956
2022,10,11,1279.79,45.0,284.173786088,345.851601411,6.658491411999999,3.8560072699999997,9.013305012,16.631510945,3.9435449059999996,30.046397704,37.272475981
2022,10,12,1294.29,45.207656612529,287.393470488,349.770094461,6.733932012,3.89969577,9.115425612,16.819945694999998,3.9882252059999996,30.386822904,37.694772531
2022,10,13,1287.51,46.45441860465116,285.887990472,347.937861159,6.698657028,3.87926763,9.067675428000001,16.731836205,3.967333314,30.227644776,37.497312489
2022,10,14,1296.63,46.67380176826431,287.9130609360001,350.402458167,6.7461065640000015,3.9067461900000002,9.131905764000003,16.850355165000003,3.995435682000001,30.441760488000003,37.762922457
