Date(UTC),Avg Gas Price (Wei),Value (USD),Cost Per Gas Unit (USD),Deploy (off-chain),Deploy (onchain),grantRole,revokeRole,setBandwidth,initialize,input,initEvaluation,output (off-chain),output (on-chain),Avg Gas Price (Wei),Value (USD),Cost Per Gas Unit (USD),Deploy (off-chain),Deploy (onchain),grantRole,revokeRole,setBandwidth,initialize,input,initEvaluation,output (off-chain),output (on-chain)
2023-03-04,27052351676,1566.92,4.24E-05,96.9807771,117.4088641,2.2054082,1.2771767,1.2879435,3.0606460,5.4401453,1.3058739,12.0511984,15.0839525,153394238590,1.13,1.73E-07,0.3965713,0.4801053,0.0090183,0.0052226,0.0052666,0.0125155,0.0222457,0.0053399,0.0492795,0.0616809
2023-03-05,29307339847,1564.75,4.59E-05,104.9192487,127.0195000,2.3859344,1.3817214,1.3933695,3.3111787,5.8854546,1.4127677,13.0376629,16.3186666,134406131081,1.14,1.53E-07,0.3505563,0.4243976,0.0079719,0.0046166,0.0046555,0.0110633,0.0196645,0.0047203,0.0435614,0.0545239
2023-03-06,37983458797,1565.91,5.95E-05,136.0802562,164.7442801,3.0945567,1.7920926,1.8072002,4.2945985,7.6334341,1.8323596,16.9098476,21.1653091,162487592534,1.13,1.84E-07,0.4200804,0.5085664,0.0095529,0.0055322,0.0055788,0.0132574,0.0235644,0.0056565,0.0522008,0.0653374
2023-03-07,37755589297,1561.63,5.90E-05,134.8941786,163.3083665,3.0675845,1.7764727,1.7914486,4.2571667,7.5669009,1.8163888,16.7624611,20.9808320,206423967890,1.15,2.37E-07,0.5431150,0.6575170,0.0123508,0.0071525,0.0072128,0.0171403,0.0304661,0.0073132,0.0674895,0.0844737
2023-03-08,37320061309,1532.6,5.72E-05,130.8594170,158.4237204,2.9758313,1.7233374,1.7378653,4.1298324,7.3405706,1.7620595,16.2610864,20.3532833,200108285011,1.05,2.10E-07,0.4807156,0.5819738,0.0109318,0.0063307,0.0063841,0.0151710,0.0269658,0.0064730,0.0597355,0.0747683
2023-03-09,40550234117,1437.65,5.83E-05,133.3768161,161.4713859,3.0330786,1.7564899,1.7712974,4.2092798,7.4817843,1.7959570,16.5739079,20.7448282,323136834765,1.02,3.30E-07,0.7540853,0.9129262,0.0171484,0.0099308,0.0100146,0.0237984,0.0423005,0.0101540,0.0937055,0.1172870
2023-03-10,36919533821,1431.49,5.28E-05,120.9144872,146.3839848,2.7496769,1.5923688,1.6057927,3.8159773,6.7827089,1.6281482,15.0252918,18.8064938,355610665610,1.06,3.77E-07,0.8624113,1.0440702,0.0196118,0.0113574,0.0114532,0.0272171,0.0483770,0.0116126,0.1071665,0.1341356
2023-03-11,101261424003,1483.07,1.50E-04,343.5891901,415.9630160,7.8134495,4.5248565,4.5630017,10.8434364,19.2736661,4.6265269,42.6956931,53.4403125,509861393660,1.06,5.40E-07,1.2364934,1.4969491,0.0281187,0.0162839,0.0164211,0.0390229,0.0693612,0.0166497,0.1536514,0.1923186
2023-03-12,30904991179,1591.33,4.92E-05,112.5181766,136.2190704,2.5587391,1.4817946,1.4942863,3.5509956,6.3117171,1.5150895,13.9819344,17.5005696,215802057684,1.16,2.50E-07,0.5727266,0.6933661,0.0130242,0.0075425,0.0076060,0.0180749,0.0321272,0.0077119,0.0711692,0.0890793
2023-03-13,39889905007,1681.01,6.71E-05,153.4147478,185.7301191,3.4887547,2.0203771,2.0374091,4.8416630,8.6058139,2.0657735,19.0638972,23.8614377,254573676180,1.2,3.05E-07,0.6989217,0.8461430,0.0158940,0.0092044,0.0092820,0.0220575,0.0392061,0.0094112,0.0868507,0.1087071
2023-03-14,36151597518,1705.17,6.16E-05,141.0356771,170.7435138,3.2072463,1.8573524,1.8730101,4.4509881,7.9114088,1.8990858,17.5256270,21.9360529,304636046214,1.2,3.66E-07,0.8363660,1.0125386,0.0190195,0.0110144,0.0111073,0.0263951,0.0469160,0.0112619,0.1039300,0.1300846
2023-03-15,32866777696,1656.21,5.44E-05,124.5392773,150.7723028,2.8321070,1.6401050,1.6539313,3.9303732,6.9860418,1.6769570,15.4757219,19.3702773,250509602461,1.12,2.81E-07,0.6419131,0.7771260,0.0145975,0.0084536,0.0085249,0.0202583,0.0360082,0.0086435,0.0797665,0.0998403
2023-03-16,29146213974,1677,4.89E-05,111.8276048,135.3830362,2.5430350,1.4727002,1.4851153,3.5292016,6.2729794,1.5057907,13.8961214,17.3931611,164860414493,1.15,1.90E-07,0.4337585,0.5251257,0.0098640,0.0057123,0.0057605,0.0136891,0.0243317,0.0058407,0.0539005,0.0674648
2023-03-17,28876682813,1793.32,5.18E-05,118.4783250,143.4346680,2.6942769,1.5602861,1.5734395,3.7390937,6.6460522,1.5953446,14.7225650,18.4275842,232401850044,1.23,2.86E-07,0.6540011,0.7917603,0.0148724,0.0086128,0.0086854,0.0206398,0.0366863,0.0088063,0.0812687,0.1017204
2023-03-18,21372877183,1763.2,3.77E-05,86.2180862,104.3791138,1.9606573,1.1354387,1.1450106,2.7209830,4.8364112,1.1609512,10.7137857,13.4099722,216597661415,1.17,2.53E-07,0.5797936,0.7019217,0.0131849,0.0076355,0.0076999,0.0182979,0.0325236,0.0078071,0.0720474,0.0901785
2023-03-19,22355362291,1785,3.99E-05,91.2964192,110.5271498,2.0761420,1.2023172,1.2124529,2.8812516,5.1212807,1.2293324,11.3448386,14.1998332,193421538327,1.17,2.26E-07,0.5177552,0.6268155,0.0117741,0.0068185,0.0068760,0.0163400,0.0290435,0.0069717,0.0643382,0.0805293
2023-03-20,24985753846,1738.45,4.34E-05,99.3775928,120.3105465,2.2599134,1.3087413,1.3197741,3.1362879,5.5745949,1.3381478,12.3490358,15.4567424,229505041661,1.11,2.55E-07,0.5828396,0.7056092,0.0132542,0.0076756,0.0077403,0.0183940,0.0326944,0.0078481,0.0724258,0.0906522
2023-03-21,22839471496,1807.45,4.13E-05,94.4465620,114.3408405,2.1477784,1.2438026,1.2542881,2.9806680,5.2979883,1.2717500,11.7362872,14.6897922,301052821219,1.16,3.49E-07,0.7989774,0.9672745,0.0181693,0.0105220,0.0106107,0.0252152,0.0448187,0.0107585,0.0992840,0.1242693
2023-03-22,23669198288,1738.86,4.12E-05,94.1633664,113.9979925,2.1413384,1.2400731,1.2505271,2.9717305,5.2821024,1.2679367,11.7010963,14.6457452,288465527124,1.11,3.20E-07,0.7325727,0.8868822,0.0166592,0.0096475,0.0097289,0.0231195,0.0410937,0.0098643,0.0910323,0.1139410
2023-03-23,27097769260,1817.28,4.92E-05,112.6650461,136.3968766,2.5620790,1.4837288,1.4962368,3.5556307,6.3199558,1.5170671,14.0001850,17.5234130,183235197688,1.14,2.09E-07,0.4779116,0.5785792,0.0108680,0.0062938,0.0063469,0.0150826,0.0268085,0.0064352,0.0593871,0.0743322
2023-03-24,26619909041,1751.74,4.66E-05,106.6866370,129.1591720,2.4261260,1.4049968,1.4168411,3.3669562,5.9845964,1.4365661,13.2572853,16.5935582,240544411668,1.1,2.65E-07,0.6053712,0.7328870,0.0137665,0.0079724,0.0080396,0.0191051,0.0339584,0.0081515,0.0752257,0.0941567
2023-03-25,20362203950,1743.88,3.55E-05,81.2409871,98.3536356,1.8474748,1.0698934,1.0789128,2.5639092,4.5572204,1.0939332,10.0953125,12.6358566,138772182989,1.08,1.50E-07,0.3428941,0.4151215,0.0077976,0.0045157,0.0045538,0.0108215,0.0192347,0.0046172,0.0426093,0.0533322
2023-03-26,22162968519,1775.76,3.94E-05,90.0421818,109.0087191,2.0476198,1.1857997,1.1957961,2.8416688,5.0509242,1.2124438,11.1889823,14.0047547,228148612780,1.11,2.53E-07,0.5793948,0.7014389,0.0131758,0.0076303,0.0076946,0.0182853,0.0325012,0.0078017,0.0719978,0.0901165
2023-03-27,32606040326,1716.16,5.60E-05,128.0234858,154.9904270,2.9113403,1.6859899,1.7002030,4.0403324,7.1814888,1.7238729,15.9086828,19.9121954,268252147504,1.05,2.82E-07,0.6444160,0.7801562,0.0146545,0.0084866,0.0085581,0.0203373,0.0361486,0.0086772,0.0800776,0.1002296
2023-03-28,33296747287,1773.53,5.91E-05,135.1058520,163.5646269,3.0723980,1.7792603,1.7942597,4.2638469,7.5787748,1.8192390,16.7887645,21.0137547,314808911334,1.09,3.43E-07,0.7850681,0.9504353,0.0178530,0.0103389,0.0104260,0.0247762,0.0440385,0.0105712,0.0975555,0.1221059
2023-03-29,34602893435,1793.51,6.21E-05,141.9874727,171.8957962,3.2288907,1.8698869,1.8856503,4.4810261,7.9647999,1.9119020,17.6439007,22.0840909,246096466776,1.12,2.76E-07,0.6306047,0.7634357,0.0143404,0.0083047,0.0083747,0.0199014,0.0353738,0.0084913,0.0783613,0.0980814
2023-03-30,37400759221,1794.03,6.71E-05,153.5125659,185.8485416,3.4909791,2.0216653,2.0387082,4.8447501,8.6113010,2.0670907,19.0760524,23.8766519,188615029344,1.09,2.06E-07,0.4703667,0.5694451,0.0106965,0.0061944,0.0062467,0.0148444,0.0263853,0.0063336,0.0584496,0.0731587
2023-03-31,31440721408,1822.21,5.73E-05,131.0764707,158.6864944,2.9807672,1.7261958,1.7407479,4.1366825,7.3527463,1.7649822,16.2880583,20.3870429,173503589491,1.12,1.94E-07,0.4445906,0.5382394,0.0101103,0.0058550,0.0059043,0.0140310,0.0249394,0.0059865,0.0552465,0.0691496
2023-04-01,24741287947,1821.54,4.51E-05,103.1085852,124.8274373,2.3447587,1.3578761,1.3693232,3.2540354,5.7838852,1.3883866,12.8126630,16.0370442,145493304555,1.11,1.61E-07,0.3694875,0.4473166,0.0084024,0.0048659,0.0049069,0.0116608,0.0207264,0.0049753,0.0459139,0.0574684
2023-04-02,23677899834,1795.54,4.25E-05,97.2684678,117.7571542,2.2119505,1.2809654,1.2917641,3.0697254,5.4562833,1.3097478,12.0869479,15.1286987,127269543999,1.1,1.40E-07,0.3202956,0.3877629,0.0072837,0.0042181,0.0042537,0.0101083,0.0179670,0.0043129,0.0398011,0.0498173
2023-04-03,33288679532,1811,6.03E-05,137.9268538,166.9798462,3.1365495,1.8164111,1.8317237,4.3528758,7.7370191,1.8572246,17.1393128,21.4525206,172233820445,1.1,1.89E-07,0.4334559,0.5247593,0.0098571,0.0057083,0.0057565,0.0136796,0.0243147,0.0058366,0.0538629,0.0674178
2023-04-04,34822024601,1871.62,6.52E-05,149.1095662,180.5180916,3.3908519,1.9636805,1.9802346,4.7057944,8.3643144,2.0078030,18.5289190,23.1918292,168847295967,1.14,1.92E-07,0.4403853,0.5331483,0.0100147,0.0057996,0.0058485,0.0138983,0.0247035,0.0059299,0.0547239,0.0684955
2023-04-05,38414399966,1909.49,7.34E-05,167.8205938,203.1704209,3.8163533,2.2100931,2.2287245,5.2963015,9.4139111,2.2597524,20.8540221,26.1020580,184511365334,1.14,2.10E-07,0.4812401,0.5826088,0.0109437,0.0063376,0.0063911,0.0151876,0.0269952,0.0064800,0.0598007,0.0748499
2023-04-06,33043798323,1873.09,6.19E-05,141.6062492,171.4342715,3.2202215,1.8648665,1.8805875,4.4689950,7.9434151,1.9067687,17.5965284,22.0247971,169723541614,1.12,1.90E-07,0.4349045,0.5265131,0.0098900,0.0057274,0.0057757,0.0137253,0.0243960,0.0058561,0.0540429,0.0676431
2023-04-07,27937185695,1864.8,5.21E-05,119.1924444,144.2992099,2.7105164,1.5696906,1.5829233,3.7616308,6.6861107,1.6049604,14.8113042,18.5386551,160295144292,1.11,1.78E-07,0.4070776,0.4928246,0.0092572,0.0053610,0.0054062,0.0128471,0.0228351,0.0054814,0.0505850,0.0633150
2023-04-08,25168323209,1849.9,4.66E-05,106.5212726,128.9589751,2.4223655,1.4028191,1.4146450,3.3617375,5.9753202,1.4343395,13.2367365,16.5678382,156668175130,1.1,1.72E-07,0.3942823,0.4773342,0.0089662,0.0051925,0.0052362,0.0124433,0.0221173,0.0053091,0.0489950,0.0613249
2023-04-09,24095099019,1859.71,4.48E-05,102.5198007,124.1146308,2.3313693,1.3501222,1.3615039,3.2354538,5.7508573,1.3804585,12.7394984,15.9454673,160125143394,1.1,1.76E-07,0.4029824,0.4878668,0.0091641,0.0053070,0.0053518,0.0127178,0.0226053,0.0054263,0.0500761,0.0626781
2023-04-10,28423542045,1911.12,5.43E-05,124.2796341,150.4579682,2.8262026,1.6366857,1.6504832,3.9221790,6.9714771,1.6734609,15.4434577,19.3298936,192053922987,1.12,2.15E-07,0.4921245,0.5957859,0.0111912,0.0064810,0.0065356,0.0155311,0.0276058,0.0066266,0.0611533,0.0765428
2023-04-11,33681093302,1891.58,6.37E-05,145.7621298,176.4655492,3.3147290,1.9195968,1.9357793,4.6001517,8.1765396,1.9627288,18.1129539,22.6711841,213195581780,1.11,2.37E-07,0.5414209,0.6554661,0.0123123,0.0071302,0.0071903,0.0170869,0.0303711,0.0072904,0.0672790,0.0842102
2023-04-12,26818315709,1918.78,5.15E-05,117.7309080,142.5298146,2.6772801,1.5504430,1.5635135,3.7155058,6.6041257,1.5852804,14.6296882,18.3113343,224931860901,1.1,2.47E-07,0.5660796,0.6853189,0.0128730,0.0074549,0.0075178,0.0178651,0.0317543,0.0076224,0.0703432,0.0880455
2023-04-13,35563190355,2013.84,7.16E-05,163.8549208,198.3694162,3.7261712,2.1578677,2.1760588,5.1711476,9.1914563,2.2063534,20.3612326,25.4852552,257724634609,1.14,2.94E-07,0.6721939,0.8137853,0.0152861,0.0088524,0.0089270,0.0212140,0.0377068,0.0090513,0.0835294,0.1045500
2023-04-14,33953044053,2101.61,7.14E-05,163.2543096,197.6422919,3.7125129,2.1499580,2.1680824,5.1521927,9.1577650,2.1982660,20.2865983,25.3918388,319144152271,1.16,3.70E-07,0.8469908,1.0254014,0.0192611,0.0111543,0.0112484,0.0267304,0.0475120,0.0114050,0.1052503,0.1317371
2023-04-15,27096530499,2092.42,5.67E-05,129.7168399,157.0404702,2.9498483,1.7082903,1.7226914,4.0937735,7.2764777,1.7466744,16.1191054,20.1755721,256620188843,1.17,3.00E-07,0.6869269,0.8316215,0.0156212,0.0090464,0.0091227,0.0216789,0.0385332,0.0092497,0.0853601,0.1068415
2023-04-16,30469108368,2120.19,6.46E-05,147.7979256,178.9301662,3.3610243,1.9464070,1.9628155,4.6644000,8.2907378,1.9901414,18.3659296,22.9878226,226786084849,1.18,2.68E-07,0.6122548,0.7412205,0.0139231,0.0080630,0.0081310,0.0193223,0.0343445,0.0082442,0.0760811,0.0952274
2023-04-17,39511637138,2075.87,8.20E-05,187.6545023,227.1821553,4.2673897,2.4712934,2.4921267,5.9222459,10.5264960,2.5268216,23.3186586,29.1869347,313190102243,1.15,3.60E-07,0.8240237,0.9975965,0.0187389,0.0108519,0.0109434,0.0260056,0.0462237,0.0110957,0.1023963,0.1281649
2023-04-18,60817366363,2104.28,1.28E-04,292.7958712,354.4705631,6.6583753,3.8559400,3.8884461,9.2404345,16.4244104,3.9425803,36.3839230,45.5401489,316970950104,1.17,3.71E-07,0.8484752,1.0271985,0.0192949,0.0111739,0.0112681,0.0267773,0.0475953,0.0114250,0.1054347,0.1319680
2023-04-19,81943647577,1936.48,1.59E-04,363.0463871,439.5186883,8.2559193,4.7810957,4.8214010,11.4574921,20.3651193,4.8885236,45.1135180,56.4665972,473116110868,1.09,5.16E-07,1.1798534,1.4283784,0.0268307,0.0155379,0.0156689,0.0372354,0.0661840,0.0158871,0.1466130,0.1835091
2023-04-20,76593655942,1943.17,1.49E-04,340.5159096,412.2423780,7.7435611,4.4843833,4.5221873,10.7464458,19.1012702,4.5851443,42.3137956,52.9623083,366388632945,1.05,3.85E-07,0.8801670,1.0655659,0.0200156,0.0115913,0.0116890,0.0277775,0.0493730,0.0118517,0.1093729,0.1368972
2023-04-21,46365409545,1849.16,8.57E-05,196.1563637,237.4748537,4.4607278,2.5832576,2.6050349,6.1905587,11.0034086,2.6413016,24.3751321,30.5092758,349241429234,1.01,3.53E-07,0.8070138,0.9770036,0.0183520,0.0106279,0.0107175,0.0254688,0.0452695,0.0108667,0.1002826,0.1255193
2023-04-22,43833129395,1874.46,8.22E-05,187.9803553,227.5766462,4.2747999,2.4755847,2.4964542,5.9325296,10.5447747,2.5312093,23.3591504,29.2376164,344805409269,1.03,3.55E-07,0.8125407,0.9836947,0.0184777,0.0107007,0.0107909,0.0256432,0.0455795,0.0109411,0.1009694,0.1263789
2023-04-23,48450624042,1862.42,9.02E-05,206.4480633,249.9344030,4.6947680,2.7187929,2.7417127,6.5153576,11.5807224,2.7798823,25.6540176,32.1100004,487050065164,1,4.87E-07,1.1143136,1.3490332,0.0253402,0.0146748,0.0147985,0.0351670,0.0625075,0.0150046,0.1384688,0.1733153
2023-04-24,51481567850,1842.51,9.49E-05,217.0178365,262.7305993,4.9351317,2.8579903,2.8820835,6.8489323,12.1736348,2.9222073,26.9674577,33.7539752,586679844242,0.99,5.81E-07,1.3288323,1.6087383,0.0302185,0.0174999,0.0176474,0.0419370,0.0745410,0.0178931,0.1651257,0.2066806
2023-04-25,44423858600,1866.48,8.29E-05,189.7026642,229.6617432,4.3139663,2.4982664,2.5193271,5.9868845,10.6413878,2.5544007,23.5731710,29.5054965,480475586456,1.01,4.85E-07,1.1102646,1.3441314,0.0252482,0.0146215,0.0147448,0.0350392,0.0622804,0.0149500,0.1379657,0.1726856
2023-04-26,46885746251,1866.8,8.75E-05,200.2499592,242.4307266,4.5538189,2.6371678,2.6593994,6.3197498,11.2330392,2.6964231,24.8838178,31.1459752,568067083952,0.99,5.62E-07,1.2866743,1.5577001,0.0292598,0.0169447,0.0170875,0.0406065,0.0721761,0.0173254,0.1598870,0.2001235
2023-04-27,43417185595,1909.41,8.29E-05,189.6682653,229.6200985,4.3131841,2.4978134,2.5188703,5.9857988,10.6394582,2.5539375,23.5688964,29.5001463,604089414585,1.01,6.10E-07,1.3959068,1.6899414,0.0317439,0.0183832,0.0185382,0.0440538,0.0783035,0.0187963,0.1734607,0.2171130
2023-04-28,43633561010,1892.75,8.26E-05,188.9503602,228.7509735,4.2968584,2.4883590,2.5093362,5.9631423,10.5991872,2.5442707,23.4796868,29.3884866,567131365726,1,5.67E-07,1.2975302,1.5708427,0.0295067,0.0170877,0.0172317,0.0409492,0.0727851,0.0174716,0.1612360,0.2018120
2023-04-29,41252060084,1909.22,7.88E-05,180.1919678,218.1477083,4.0976867,2.3730164,2.3930213,5.6867335,10.1078844,2.4263365,22.3913359,28.0262457,437873107437,1,4.38E-07,1.0018024,1.2128227,0.0227817,0.0131931,0.0133043,0.0316162,0.0561962,0.0134896,0.1244878,0.1558158
2023-04-30,50580093244,1870.13,9.46E-05,216.4139411,261.9994990,4.9213987,2.8500374,2.8740636,6.8298738,12.1397592,2.9140757,26.8924153,33.6600480,396092747366,0.98,3.88E-07,0.8880896,1.0751573,0.0201958,0.0116956,0.0117942,0.0280275,0.0498175,0.0119584,0.1103574,0.1381294
2023-05-01,77126318174,1831.54,1.41E-04,323.1862080,391.2623380,7.3494720,4.2561619,4.2920419,10.1995325,18.1291590,4.3517949,40.1603413,50.2669247,348578086950,0.96,3.35E-07,0.7656056,0.9268733,0.0174104,0.0100826,0.0101675,0.0241620,0.0429467,0.0103091,0.0951371,0.1190788
2023-05-02,95049603008,1871.77,1.78E-04,407.0395419,492.7785868,9.2563533,5.3604583,5.4056477,12.8458855,22.8329192,5.4809040,50.5802739,63.3090940,308352706104,0.98,3.02E-07,0.6913654,0.8369950,0.0157221,0.0091049,0.0091816,0.0218190,0.0387822,0.0093094,0.0859117,0.1075319
2023-05-03,83762267764,1905.9,1.60E-04,365.2433759,442.1784521,8.3058803,4.8100287,4.8505779,11.5268275,20.4883596,4.9181067,45.3865241,56.8083069,331504494242,1.01,3.35E-07,0.7660279,0.9273845,0.0174200,0.0100881,0.0101732,0.0241753,0.0429704,0.0103148,0.0951895,0.1191445
2023-05-04,86486115375,1878.56,1.62E-04,371.7108797,450.0082746,8.4529557,4.8952017,4.9364689,11.7309374,20.8511548,5.0051935,46.1902006,57.8142332,304353950581,0.98,2.98E-07,0.6823997,0.8261408,0.0155182,0.0089868,0.0090625,0.0215361,0.0382793,0.0091887,0.0847976,0.1061374
2023-05-05,155844446670,1996.34,3.11E-04,711.8027332,861.7372732,16.1868735,9.3740005,9.4530246,22.4640004,39.9286375,9.5846277,88.4513014,110.7105858,349870086367,1,3.50E-07,0.8004618,0.9690716,0.0182030,0.0105416,0.0106305,0.0252620,0.0449020,0.0107784,0.0994684,0.1245002
2023-05-06,150689523890,1901.99,2.87E-04,655.7300724,793.8534345,14.9117434,8.6355583,8.7083573,20.6943861,36.7832366,8.8295933,81.4835004,101.9892971,289736455291,0.98,2.84E-07,0.6496254,0.7864629,0.0147729,0.0085552,0.0086273,0.0205017,0.0364408,0.0087474,0.0807249,0.1010398
2023-05-07,125192517260,1879.53,2.35E-04,538.3459440,651.7434453,12.2423493,7.0896822,7.1494491,16.9898245,30.1985635,7.2489824,66.8969043,83.7318994,243250013129,0.96,2.34E-07,0.5342665,0.6468047,0.0121496,0.0070360,0.0070953,0.0168611,0.0299697,0.0071941,0.0663900,0.0830974
2023-05-08,122493509823,1853.92,2.27E-04,519.5625979,629.0035644,11.8152033,6.8423171,6.8999988,16.3970351,29.1449101,6.9960592,64.5628147,80.8104225,308193803003,0.9,2.77E-07,0.6346002,0.7682728,0.0144312,0.0083573,0.0084277,0.0200275,0.0355980,0.0085451,0.0788578,0.0987029
2023-05-09,103187004464,1849.03,1.91E-04,436.5186203,528.4671552,9.9267274,5.7486795,5.7971416,13.7762248,24.4865508,5.8778483,54.2434557,67.8941368,232602877391,0.88,2.05E-07,0.4683080,0.5669527,0.0106496,0.0061673,0.0062193,0.0147795,0.0262698,0.0063059,0.0581937,0.0728385
2023-05-10,108134611080,1842.72,1.99E-04,455.8877089,551.9161599,10.3671935,6.0037584,6.0543709,14.3874998,25.5730615,6.1386586,56.6503320,70.9067175,333950766122,0.88,2.94E-07,0.6723554,0.8139808,0.0152898,0.0088545,0.0089291,0.0212191,0.0377158,0.0090535,0.0835494,0.1045751
2023-05-11,113381482558,1795.53,2.04E-04,465.7668857,563.8762922,10.5918526,6.1338610,6.1855703,14.6992797,26.1272348,6.2716845,57.8779559,72.4432801,267290080768,0.84,2.25E-07,0.5136839,0.6218866,0.0116815,0.0067649,0.0068219,0.0162115,0.0288151,0.0069169,0.0638323,0.0798961
2023-05-12,77852992618,1808.22,1.41E-04,322.0775033,389.9200952,7.3242593,4.2415609,4.2773179,10.1645425,18.0669661,4.3368658,40.0225695,50.0944818,280331781081,0.87,2.44E-07,0.5579887,0.6755238,0.0126890,0.0073484,0.0074103,0.0176097,0.0313004,0.0075135,0.0693378,0.0867870
2023-05-13,49682615247,1796.24,8.92E-05,204.1750278,247.1825738,4.6430776,2.6888585,2.7115259,6.4436222,11.4532163,2.7492752,25.3715616,31.7564627,204838071697,0.85,1.74E-07,0.3983487,0.4822571,0.0090587,0.0052460,0.0052902,0.0125716,0.0223454,0.0053639,0.0495003,0.0619574
2023-05-14,48384396065,1800.22,8.71E-05,199.2804605,241.2570121,4.5317719,2.6244001,2.6465241,6.2891531,11.1786551,2.6833685,24.7633442,30.9951838,200016962822,0.86,1.72E-07,0.3935493,0.4764467,0.0089496,0.0051828,0.0052265,0.0124201,0.0220762,0.0052993,0.0489039,0.0612109
2023-05-15,68043747934,1816.85,1.24E-04,282.8401843,342.4178046,6.4319762,3.7248298,3.7562306,8.9262400,15.8659453,3.8085241,35.1467917,43.9916862,227874068474,0.86,1.96E-07,0.4483603,0.5428032,0.0101960,0.0059046,0.0059544,0.0141499,0.0251508,0.0060373,0.0557149,0.0697359
2023-05-16,64374908775,1824.52,1.17E-04,268.7194279,325.3226439,6.1108607,3.5388682,3.5687013,8.4805987,15.0738402,3.6183841,33.3920931,41.7954075,213630618256,0.85,1.82E-07,0.4154476,0.5029577,0.0094476,0.0054712,0.0055173,0.0131112,0.0233046,0.0055941,0.0516251,0.0646168
2023-05-17,60505535694,1822.22,1.10E-04,252.2491611,305.3830705,5.7363158,3.3219650,3.3499696,7.9608085,14.1499391,3.3966072,31.3454354,39.2336965,209940439339,0.89,1.87E-07,0.4274841,0.5175295,0.0097213,0.0056297,0.0056772,0.0134911,0.0239798,0.0057562,0.0531208,0.0664889
2023-05-18,61428068427,1800.56,1.11E-04,253.0511228,306.3539578,5.7545529,3.3325263,3.3606200,7.9861179,14.1949252,3.4074059,31.4450902,39.3584300,202911102869,0.87,1.77E-07,0.4038861,0.4889609,0.0091846,0.0053189,0.0053638,0.0127464,0.0226560,0.0054384,0.0501884,0.0628186
2023-05-19,53950566897,1812.73,9.78E-05,223.7499495,270.8807685,5.0882245,2.9466480,2.9714887,7.0613932,12.5512733,3.0128572,27.8040155,34.8010577,211525094455,0.87,1.84E-07,0.4210319,0.5097183,0.0095745,0.0055447,0.0055915,0.0132875,0.0236178,0.0056693,0.0523190,0.0654854
2023-05-20,38588308207,1820.02,7.02E-05,160.6814382,194.5274694,3.6540041,2.1160749,2.1339137,5.0709947,9.0134395,2.1636216,19.9668836,24.9916660,177126134490,0.88,1.56E-07,0.3566146,0.4317321,0.0081097,0.0046964,0.0047360,0.0112545,0.0200043,0.0048019,0.0443143,0.0554662
2023-05-21,40754757081,1805.42,7.36E-05,168.3411809,203.8006647,3.8281918,2.2169489,2.2356381,5.3127309,9.4431135,2.2667622,20.9187122,26.1830278,182992909258,0.86,1.57E-07,0.3600531,0.4358949,0.0081878,0.0047417,0.0047816,0.0113630,0.0201972,0.0048482,0.0447416,0.0560010
2023-05-22,54738006490,1817.8,9.95E-05,227.6506461,275.6031100,5.1769290,2.9980178,3.0232915,7.1844964,12.7700832,3.0653812,28.2887308,35.4077544,212108512899,0.87,1.85E-07,0.4221931,0.5111241,0.0096010,0.0055600,0.0056069,0.0133241,0.0236830,0.0056850,0.0524633,0.0656660
2023-05-23,61474276313,1854.47,1.14E-04,260.8236981,315.7637529,5.9313065,3.4348863,3.4638429,8.2314149,14.6309285,3.5120658,32.4109398,40.5673413,199011134006,0.89,1.77E-07,0.4052296,0.4905874,0.0092152,0.0053366,0.0053816,0.0127888,0.0227314,0.0054565,0.0503554,0.0630276
2023-05-24,51263205411,1799.99,9.23E-05,211.1104163,255.5788366,4.8007930,2.7801932,2.8036306,6.6624983,11.8422575,2.8426622,26.2333793,32.8351617,229014868094,0.87,1.99E-07,0.4558445,0.5518639,0.0103662,0.0060032,0.0060538,0.0143861,0.0255706,0.0061381,0.0566450,0.0709000
2023-05-25,47963979652,1806.11,8.66E-05,198.1952394,239.9431994,4.5070932,2.6101084,2.6321119,6.2549042,11.1177795,2.6687557,24.6284905,30.8263934,212081475592,0.89,1.89E-07,0.4318437,0.5228075,0.0098204,0.0056871,0.0057351,0.0136287,0.0242243,0.0058149,0.0536625,0.0671670
2023-05-26,38295483040,1828.69,7.00E-05,160.2217434,193.9709443,3.6435503,2.1100210,2.1278087,5.0564871,8.9876529,2.1574317,19.9097602,24.9201671,255095145534,0.91,2.32E-07,0.5311013,0.6429728,0.0120776,0.0069943,0.0070532,0.0167612,0.0297922,0.0071514,0.0659967,0.0826051
2023-05-27,30857611373,1830.95,5.65E-05,129.2625149,156.4904459,2.9395166,1.7023071,1.7166578,4.0794353,7.2509922,1.7405568,16.0626493,20.1049084,187167720805,0.92,1.72E-07,0.3939604,0.4769445,0.0089589,0.0051882,0.0052320,0.0124331,0.0220992,0.0053048,0.0489550,0.0612748
2023-05-28,35304442784,1909.21,6.74E-05,154.2115396,186.6947476,3.5068743,2.0308703,2.0479908,4.8668092,8.6505100,2.0765026,19.1629095,23.9853671,204561936455,0.94,1.92E-07,0.4399330,0.5326007,0.0100044,0.0057936,0.0058425,0.0138840,0.0246781,0.0059238,0.0546677,0.0684252
